Name,Ocupacion__c,Score_Buro__c,Tipo_de_Vivienda__c,AnnualRevenue,Id_Externo__c
Pearla,INDEPENDIENTE,356,Arrendada,4766.71,bfb757c2-0317-49dc-9dc6-d3b7126e0190
Ron,NINGUNO,690,Vive con Familiares,8490.46,17e53c3c-0581-4748-a747-3973a20d06a3
Ruthe,PROFESIONAL,713,Arrendada,5164.38,92f535cb-cca7-46ba-955f-f494ff5c0c59
Lutero,SECTOR PRIVADO,276,Arrendada,2597.96,7e06d6e1-2f9a-4207-b848-d78903e33f1f
Sarette,SECTOR PUBLICO,695,Propia,2195.07,ae24aba0-07dd-4718-b58a-e0d7645d6d29
Waverly,INDEPENDIENTE,252,Vive con Familiares,187.71,94bf065a-20a3-48ad-939b-f21145d54b2a
Cymbre,PROFESIONAL,128,Vive con Familiares,4571.11,9f8ec1dd-c172-4083-ad16-f8dfd602c867
Chastity,PROFESIONAL,854,Vive con Familiares,2896.08,ca62497a-ceb6-4c13-b5ab-b5395faad6c0
Avictor,PROFESIONAL,747,Arrendada,8418.42,c7f9b65b-6a74-437a-ad7e-0516d16970ac
Tammara,SECTOR PRIVADO,202,Arrendada,3164.23,6b353250-044d-46b9-b366-13aec76197c2
Beitris,SECTOR PRIVADO,481,Arrendada,6381.5,584c7c23-ade8-48e5-bbdc-d480a8e5c317
Letitia,NINGUNO,430,Arrendada,8516.21,af2b74e7-0cb3-4cda-a0d0-76a054fdebe0
Tonie,NINGUNO,616,Propia,5469.2,301eac78-6992-45b1-bb22-02d73cd86d54
Dietrich,INDEPENDIENTE,988,Vive con Familiares,3556.09,a3b1bca5-89be-4413-8e95-dd8d08e4f1f9
Eolande,SECTOR PUBLICO,253,Vive con Familiares,1297.15,0c14ec29-b1ef-42ab-a7c7-768860f520df
Wayland,SECTOR PRIVADO,598,Arrendada,6035.62,2a3f28a6-2ab1-4655-b1d1-ba5339991088
Garv,INDEPENDIENTE,155,Propia,6237.58,269c500b-1903-4715-bad9-3739a2f8228c
Bryant,PROFESIONAL,2,Propia,6210.46,0deadb7c-8277-471f-96c4-0046906c3734
Maxi,INDEPENDIENTE,655,Propia,3088.25,a6cff7ec-3f2e-4661-aad7-f9909ccc7e12
Yorke,INDEPENDIENTE,207,Vive con Familiares,5873.53,b41457e2-f914-4b83-8b45-81677888fcac
Karola,PROFESIONAL,482,Vive con Familiares,2668.92,13bee07b-8f12-4b4a-b7f4-11c777a54ad9
Jyoti,INDEPENDIENTE,679,Vive con Familiares,7456.75,38f2f018-dcdd-4d9a-a04d-ea5e12ba5102
Gonzales,SECTOR PRIVADO,134,Arrendada,6946.79,c7aa8ac0-36a8-4a30-bf55-413f51ec26ca
Ediva,NINGUNO,706,Vive con Familiares,5655.77,62e812ff-eecb-4c78-bf88-1929acea16cb
Ina,SECTOR PRIVADO,53,Propia,8435.95,fd9810f5-ba85-4da5-81f7-3b2b064025af
Katinka,JUBILADO,867,Vive con Familiares,2298.18,e186db19-5c00-4a4a-a239-aa7a9c0d90a1
Constancy,PROFESIONAL,4,Propia,6697.17,62ed0dd2-c037-4bc2-89e1-dbca7d90071d
Dorelle,NINGUNO,529,Propia,1662.03,32c4543d-ca32-4ebf-a42c-08d798fef069
Sarette,PROFESIONAL,557,Arrendada,8183.36,2cfd8da3-f4b8-426c-91ba-5a95ab45d291
Had,NINGUNO,391,Arrendada,5441.48,87310c5c-0f86-4b2f-a320-d26f9c70acde
Carmine,JUBILADO,22,Arrendada,2675.43,eac93a2f-d681-4162-81ce-c97f517c1f46
Jody,SECTOR PUBLICO,8,Propia,6856.72,14b3a0f3-c6ae-4f8e-bb26-36385b998648
Travus,SECTOR PRIVADO,517,Arrendada,6361.41,83b39c5f-3772-4803-91a8-7aa40292cfd9
Latrena,SECTOR PRIVADO,851,Arrendada,1884.09,bb3124c0-fb9c-43b1-85ea-53e356cef7a4
Giavani,NINGUNO,142,Vive con Familiares,1190.78,61e7e98c-819d-463e-ad6b-5972794e60f2
Ephrem,PROFESIONAL,776,Propia,6449.64,ba8cca0b-3c17-4667-b056-2c12521967c7
Godart,SECTOR PUBLICO,319,Vive con Familiares,6426.06,2e05c7f4-313e-49b0-aa74-c7c7bb928e4a
Hartley,INDEPENDIENTE,589,Vive con Familiares,1227.17,8fd3aafd-d120-43a9-91c1-3d3f77757799
Dede,INDEPENDIENTE,492,Propia,7239.73,c0a8e4a9-e0f1-4f81-8fb4-56d1a450332a
Arluene,NINGUNO,722,Vive con Familiares,4510.89,c986830a-ed90-4858-b936-683863c3b68b
Pammie,JUBILADO,670,Propia,7548.98,28ac7e2b-1688-46f3-b4ba-f7e595e79512
Deerdre,SECTOR PRIVADO,697,Propia,5955.01,12b6d778-f606-425b-86ae-82d61e150d9f
Fionnula,SECTOR PUBLICO,672,Vive con Familiares,9066.03,cab6fd84-bdd8-4213-b699-3cbbd7245bad
Selig,INDEPENDIENTE,340,Propia,5236.92,902d50b1-00d3-4b9d-a9f3-00771750c490
Alvinia,SECTOR PRIVADO,867,Vive con Familiares,3057.76,b3825556-9a63-49c7-ad14-31f9472a228f
Constantine,NINGUNO,893,Arrendada,3547.27,929edbea-9dc1-4bb2-a1dd-398ea89cd9f8
Maryellen,SECTOR PRIVADO,691,Vive con Familiares,6597.11,c6282aee-cd27-44b5-a428-44a394d13514
Paulette,INDEPENDIENTE,730,Vive con Familiares,6026.09,2b4087d3-d500-46ea-877b-f02a107b13bc
Cort,SECTOR PUBLICO,906,Vive con Familiares,7279.96,0ce641f3-c454-4005-af20-b0ac2684f2b3
Blaine,SECTOR PRIVADO,155,Vive con Familiares,4663.69,25d78620-4904-4cd0-aebf-ec7365c9dbef
David,NINGUNO,779,Vive con Familiares,8807.1,3acbf7ca-8b49-4899-88b4-e322476ae397
Jaymie,JUBILADO,486,Arrendada,726.94,7bad8ddd-4086-4b48-bf3e-51250819578e
Sadella,NINGUNO,619,Arrendada,1631.24,3aaadcc6-d5ca-47f0-9e61-6fd633bdf41d
Daisi,NINGUNO,27,Vive con Familiares,7085.9,82994938-d288-4e00-8291-58ae78d81b4b
Tiphani,JUBILADO,147,Vive con Familiares,7450.12,8a2fea4f-03bd-4706-a8ac-bff40e39ca7c
Andria,NINGUNO,829,Vive con Familiares,1120.68,c1a8554f-4a55-4756-bfad-6b8a956f7412
Rebekkah,JUBILADO,884,Arrendada,10627.71,584a9dc2-eefd-450b-b40c-4b40da74ab36
Jerry,JUBILADO,265,Propia,1835.09,f3d2f1f4-0119-472c-bc53-8a1d7d06ec0f
Grantham,JUBILADO,226,Propia,1602.73,50f8c308-ecb9-4d2a-a3c7-010cb693191c
Virge,SECTOR PUBLICO,251,Arrendada,7634.93,496b26d7-43bb-4f3b-b74d-4db8213fc963
Bernadina,PROFESIONAL,438,Vive con Familiares,8098.7,9fe4333b-a680-4b46-b6d8-0bf4e41fdd14
Idalia,JUBILADO,366,Vive con Familiares,4379.68,b6bb74fe-3d74-4542-a5dc-06ea11fddc1a
Stephen,SECTOR PRIVADO,895,Arrendada,5702.92,60e5140f-7cdb-46b8-af22-c2c2fe503487
Iorgos,NINGUNO,856,Arrendada,7953.49,f21e94c9-6a11-4932-8e5d-54593cf77485
Georgena,PROFESIONAL,600,Arrendada,2895.06,1909c2d1-07e8-4955-ab24-c216dbb5a34f
Pierson,SECTOR PUBLICO,419,Vive con Familiares,-1435.73,6d816151-5b8f-4f33-9453-07776cf31b57
Doralia,SECTOR PUBLICO,815,Vive con Familiares,6010.77,45ea8502-0aff-4bb7-a00f-b2d8d4c4adc3
Ham,SECTOR PRIVADO,199,Propia,7430.19,fcfb4420-8b8e-407d-a07d-a499c5918694
Lorilee,JUBILADO,16,Propia,5836.64,81c4a139-5029-4873-b19e-eeeae135f513
Judi,JUBILADO,468,Propia,10759.23,07def4fe-2d35-4f17-ac1f-d1909f921eb4
Myrtie,SECTOR PUBLICO,167,Arrendada,3537.25,422e7317-124a-4fcb-9ea8-ce59cb816f82
Thorn,PROFESIONAL,79,Vive con Familiares,1862.6,e56a4e8d-0643-40ef-9d47-87414681b9e5
Eartha,INDEPENDIENTE,944,Propia,9487.41,19efcc8c-2580-4bec-a3f7-7c4ac910a69e
Andres,PROFESIONAL,758,Vive con Familiares,5132.87,dd9549bb-4f7a-485f-b327-31223026062a
Tyrone,PROFESIONAL,781,Arrendada,4601.39,6fac3271-c9f1-4637-accb-27446f709111
Bridie,JUBILADO,97,Vive con Familiares,-483.89,d44c65f6-b09d-4718-9e5f-e6aef9df8f2e
Renaud,SECTOR PRIVADO,78,Vive con Familiares,780.04,d543b100-4272-49f8-8219-fe7b116fb5fd
Tracee,JUBILADO,813,Propia,799.31,c86708ce-21d5-48df-9577-1beb3996ef40
Rowney,SECTOR PRIVADO,152,Vive con Familiares,4131.27,8e9e3c25-69ff-44b4-ba21-76fc9cc33e1f
Ferd,SECTOR PRIVADO,355,Propia,1947.19,fc2722be-8ef4-4f57-a138-2259cd18221f
Melosa,NINGUNO,867,Propia,1541.27,3aff101c-21ad-4e90-879c-606a2ebe5e18
Marcos,SECTOR PUBLICO,30,Arrendada,3230.49,efa4f41c-0e4a-4a7c-a137-ff86c875825d
Ashley,NINGUNO,874,Arrendada,9669.89,1a744ac9-98d6-4c30-99bc-d247ac606b37
Kathy,JUBILADO,85,Vive con Familiares,1303.47,9778f4cc-9af3-4bc9-a0c9-41829db247c8
Philip,SECTOR PRIVADO,199,Propia,3092.61,2ddd45bd-b20d-4df0-a894-08eda11d7748
Nanny,INDEPENDIENTE,114,Propia,3008.32,df945afe-4904-43ac-b85a-6e8a5cb33e2c
Cherin,SECTOR PUBLICO,66,Propia,2260.8,726e17aa-f780-42ae-abcf-f7cb02a79104
Batholomew,SECTOR PRIVADO,249,Vive con Familiares,3102.41,39ee4280-2b00-4a35-825c-245ec4c33bf7
Cassius,JUBILADO,552,Vive con Familiares,2084.93,05f174b0-dfab-4bab-8638-8385d16ecb81
Loraine,JUBILADO,343,Propia,7291.1,254baa01-ebac-43a4-bd37-55bcdf372825
Dominick,SECTOR PRIVADO,660,Arrendada,-25.5,92b43332-f3e0-42f9-8a8b-728c11dfcc71
Angelle,JUBILADO,94,Propia,932.28,494dfb34-d7b8-4152-b84b-a93d34404e8b
Arluene,SECTOR PRIVADO,330,Arrendada,6721.18,c4b96f41-f8ce-4f9d-b8a0-8308856105ad
Gabriell,NINGUNO,309,Arrendada,6754.47,a0353e28-3d55-451b-b433-3bc8161a57cc
Alexandros,NINGUNO,309,Vive con Familiares,1819.34,f30778b2-1804-422e-9c83-1c595a863b80
Kellie,JUBILADO,525,Vive con Familiares,-5515.71,67e91d5d-37c7-4401-9b21-33020bc46280
Skipper,INDEPENDIENTE,450,Arrendada,3646.92,56c8e5dc-d099-43a4-9fdc-464a588f364b
Yuri,JUBILADO,799,Arrendada,7131.1,5325552f-d5f8-49dc-af35-c48938fff170
Marketa,SECTOR PUBLICO,897,Vive con Familiares,9989.26,911b9e58-0bd1-4156-9c71-ac9e0ecb475d
Darill,INDEPENDIENTE,971,Arrendada,-1431.48,343a20f4-c1ff-41a6-a909-993f90d84452
Archibald,NINGUNO,640,Propia,5605.62,0ba70a5b-24d1-4af9-8047-c820592be8cd
Saunderson,PROFESIONAL,229,Vive con Familiares,694.27,781db85c-74c1-46cb-9aee-a7059757a04c
Martguerita,JUBILADO,86,Propia,3330.17,0d92eb2f-4019-416e-aaae-f188676a6b58
Maggi,NINGUNO,176,Vive con Familiares,2802.72,165653d6-705c-4eca-9e13-a2d48686fc9b
Wallache,SECTOR PRIVADO,637,Propia,3473.5,49396f24-0519-45ed-9886-0b3cfa5c9d29
Rickert,SECTOR PRIVADO,139,Propia,7193.85,8d8a53a2-a94a-4491-9d20-639417e624be
Allx,PROFESIONAL,135,Arrendada,6776.1,b1a227f2-4098-4016-afa9-765289085068
Kizzee,SECTOR PUBLICO,740,Propia,5462.03,0e806de7-6ac4-4b76-9780-504f1cf1bcd7
Ezekiel,NINGUNO,224,Arrendada,-2505.86,26237206-71aa-4ec8-87bd-690a05816cee
Alikee,SECTOR PUBLICO,362,Vive con Familiares,8955.71,81bd983c-8482-4d2e-9abc-c9b1f6862624
Chryste,NINGUNO,34,Propia,5542.56,ca3bd8a3-9331-4913-a003-c4bd64d79fe7
Babb,PROFESIONAL,617,Vive con Familiares,7886.98,55e529bb-b5ae-4e1a-9ac3-b74bde1fda65
Alidia,NINGUNO,246,Propia,6653.1,16b652f5-6497-4b1a-a410-8893af5cd367
Jandy,PROFESIONAL,614,Vive con Familiares,2424.84,7a129f01-4999-4d45-8cd4-051c5ec95dce
Cammy,NINGUNO,954,Propia,7451.87,737d1a67-7f02-4245-9417-d022c033a254
Teressa,NINGUNO,413,Propia,2243.95,fdd611a4-cd93-47cd-87c6-ad9262dc3db0
Keelia,SECTOR PUBLICO,91,Propia,1470.03,48047025-2f95-4446-8ac3-c0cdea056ded
Meris,SECTOR PRIVADO,335,Vive con Familiares,2000.37,f94b12e6-b8ac-4644-9b50-f0c18ccad207
Maurie,PROFESIONAL,926,Propia,3554.03,846ff802-7aaa-41fd-bb0e-b679b8716e06
Tamas,INDEPENDIENTE,484,Propia,3457.06,4415db83-5811-47f7-9385-1e9665b9b785
Lauryn,SECTOR PRIVADO,79,Arrendada,3376.48,df5a3f9a-d6ac-41a6-8fb6-deb63d5d53f6
Abbe,SECTOR PRIVADO,375,Propia,6322.75,c4820bf0-4aba-4013-b29f-e6271493e1a5
Amelina,NINGUNO,204,Vive con Familiares,2052.96,33346109-fe90-4e18-ab35-98c8423efb71
Willyt,PROFESIONAL,164,Vive con Familiares,10011.36,5b64e41b-1e9a-4ed4-8063-adfa8efa949c
Trudi,NINGUNO,197,Vive con Familiares,645.7,25ea2065-9ba3-4bb5-9470-d9024d1f0644
Lorrie,INDEPENDIENTE,434,Arrendada,11475.09,d45258aa-a81a-4534-9404-d5836a6baca9
Josey,SECTOR PRIVADO,65,Vive con Familiares,8440.29,162c1c6a-386a-4b9f-a345-80aba3f7da42
Suzette,JUBILADO,958,Vive con Familiares,5821.0,dde79223-5cc3-44d5-b2f0-dd23fe522c19
Brook,NINGUNO,878,Vive con Familiares,6295.0,9ea74fbd-428a-4821-825b-607a66eec0a9
Rance,PROFESIONAL,617,Propia,5416.04,f382ef7c-13b9-488a-87e9-1a35295f06bd
Gabie,JUBILADO,525,Vive con Familiares,13160.86,3c041069-f0a3-408c-b228-36ffd432090a
Carlyle,NINGUNO,664,Arrendada,6030.59,2333b098-ec6d-489d-ab75-4770a446eac2
Kylen,SECTOR PUBLICO,310,Propia,10519.4,eccb46a1-d6da-43d1-9e82-93a52849715d
Ingrim,PROFESIONAL,461,Vive con Familiares,4367.19,78de9124-116b-4405-b81d-7102b7d5fd52
Bax,PROFESIONAL,177,Propia,2131.49,0f341754-b155-4a04-bce2-ab40264edd6b
Dotti,PROFESIONAL,581,Propia,2227.84,94ebc65a-b869-4f6e-994a-87edd5e39959
Regina,SECTOR PUBLICO,226,Propia,4719.71,d7914da8-47a8-48c7-8b36-f4081ee5130c
Russell,SECTOR PUBLICO,657,Propia,4093.4,8662b6cd-5bea-438d-a8b5-67c32b33571d
Fianna,JUBILADO,973,Arrendada,4448.81,d7a7e98a-c169-4b0d-8eee-deb2e94fc7eb
Lonni,NINGUNO,331,Arrendada,2571.1,c72576fa-15e9-49f6-bedb-e8a470f3411f
Shay,JUBILADO,692,Propia,1458.89,68425ed6-32e2-4774-a479-594fcb9c1caf
Mauricio,NINGUNO,142,Arrendada,1913.29,15fd4967-735d-465d-85f5-b52af5d686b0
Trixi,SECTOR PRIVADO,383,Propia,4262.1,a515886e-2fe0-4f55-8d05-dba7fc9baeba
Emera,PROFESIONAL,989,Vive con Familiares,3330.95,43d03f9d-b31d-42ca-aa07-f5a7b1fa90d6
Alon,INDEPENDIENTE,422,Propia,2323.74,4e29b33a-c85b-45f5-a4db-50b7fc44f4ab
Emmeline,SECTOR PUBLICO,922,Propia,3688.53,c0e86d40-20f0-4627-800e-ac37b52aba58
Maxie,INDEPENDIENTE,274,Propia,5559.99,424ef2c9-07df-4ad8-b661-4576b17a8246
Marc,NINGUNO,523,Arrendada,7964.92,4a14b813-7347-4060-89dc-e55d7904d0de
Gallard,SECTOR PRIVADO,91,Propia,4286.71,57be495f-3794-4411-bf20-763a768b5fb2
Reade,SECTOR PRIVADO,533,Vive con Familiares,3159.69,d35adea7-a904-4bc5-908d-be789d2fc65d
Ephrayim,JUBILADO,299,Arrendada,1414.26,e7ace0fc-0ece-4279-bf6a-57a962f7c208
Octavia,SECTOR PUBLICO,967,Propia,6519.99,91d0eb8b-97b7-4f73-a279-75b06152911b
Danika,PROFESIONAL,812,Propia,4670.78,9f48cbb7-0a57-48f9-8d3f-c622221182e7
Donn,JUBILADO,302,Propia,6324.51,d0dd153c-6e46-4e2c-8b9f-159efa56e242
Liana,INDEPENDIENTE,214,Vive con Familiares,1300.82,6851e20a-a72e-459f-a76a-724e0be55c9e
Sonja,NINGUNO,571,Propia,6701.51,12649d39-f6ce-4cc6-83c4-92ef7220c330
Cosette,PROFESIONAL,60,Propia,5754.28,dfebb9c2-b17b-4a17-9138-2c2909d7131f
Odessa,SECTOR PUBLICO,173,Arrendada,6566.88,0ebd7225-10ae-471c-a318-897aef4c418d
Worthington,INDEPENDIENTE,769,Propia,206.93,2030575c-4ed2-47ee-8350-84b32bfc0039
Sibeal,INDEPENDIENTE,537,Arrendada,5078.13,d7499f50-021d-4ba8-99b9-c01f777b6e0e
Wendel,JUBILADO,85,Arrendada,-831.3,5c4815e4-7ab8-4c0b-acfc-5df53b39a119
Lewiss,SECTOR PUBLICO,609,Propia,4776.57,1c52825a-eb8b-463a-8ffb-5a71e1de53d0
Bancroft,SECTOR PRIVADO,328,Arrendada,3362.25,1416902f-b6c6-4b66-aff6-6b9656008092
Silas,INDEPENDIENTE,683,Arrendada,6454.87,7628d917-8cea-4bb2-9cea-54ef0bcb1a17
Catharine,PROFESIONAL,739,Propia,7289.88,edd0a9fe-3301-492a-a8cd-2a749ba0546f
Nonna,SECTOR PRIVADO,179,Vive con Familiares,6112.32,56d93665-0527-4e78-b1aa-f47f26b3c05e
Dunstan,NINGUNO,952,Vive con Familiares,3507.78,377f27ff-469c-4171-aaca-8a42ffcf4207
Alan,SECTOR PRIVADO,714,Vive con Familiares,3753.32,c7d1e2f4-d671-476f-92ea-b9223aa88809
Selig,SECTOR PRIVADO,448,Arrendada,5372.87,f60a7a64-0849-459e-9b3f-dac33d463cde
Massimiliano,PROFESIONAL,69,Propia,1675.47,6e3c7763-428c-4d84-aee4-ce52d310c7e6
Terrijo,SECTOR PUBLICO,812,Arrendada,1947.92,b82fb718-8e6c-4e4c-b537-af39a7523b85
Aura,JUBILADO,87,Propia,3294.72,511e8ea9-1576-4b81-aa02-eb51f02fb6f7
Karin,INDEPENDIENTE,421,Propia,8642.91,fcc1bbf7-c193-45fa-a1cb-f457b6cc827c
Anallese,INDEPENDIENTE,298,Propia,2630.88,44c0a99d-2db9-4f91-bf74-a1e24e06ad2e
Egbert,PROFESIONAL,989,Arrendada,4158.1,c736718c-be06-420f-8218-5a7c0c4522db
Constantia,JUBILADO,234,Arrendada,3139.22,d82f7d7e-4d21-4e66-a018-ffabf56915e2
Viola,SECTOR PRIVADO,259,Arrendada,5958.74,661d4e9b-d6c9-4e9e-bbd8-54e9307252b0
Kellen,JUBILADO,949,Arrendada,6506.79,e84a4f9d-72d1-4109-b336-8d1d3955592b
Vanny,SECTOR PUBLICO,553,Vive con Familiares,5402.8,2dda8eec-c518-404b-bafe-578bee8e7df8
Jethro,NINGUNO,350,Propia,675.89,f3e599a3-89e2-451d-94b0-bd633ea31b1f
Gwendolin,PROFESIONAL,918,Arrendada,3660.92,1fd410e1-fe36-47a6-bf61-5a766ecc9262
Shelton,JUBILADO,725,Vive con Familiares,7487.78,7a8ab7ac-2abe-41f4-b6a0-d3bfb8f7abee
Ibrahim,NINGUNO,332,Propia,4764.62,c077ba3e-7c7a-414f-aa4a-bd3aebbeb7b9
Kristopher,NINGUNO,860,Propia,5001.92,697e7a77-5c9e-4f2e-9f5c-9ff59c28ce50
Ollie,PROFESIONAL,603,Propia,8096.78,7521740f-bdbc-4fe7-a566-7094bd717634
Reinaldos,JUBILADO,873,Vive con Familiares,4922.03,5e85f9a8-9716-469e-8e06-992b3ff65858
Cyrillus,INDEPENDIENTE,658,Vive con Familiares,-1096.6,275dd676-9ede-4142-8740-988fd5a2b5da
Rahal,JUBILADO,298,Propia,3576.2,0c7c3d82-7e1e-41ff-91cd-c61914f0cca6
Rorke,SECTOR PUBLICO,666,Arrendada,7832.92,dd40428e-62b3-46a6-aaf6-beea8f2f057a
Griff,PROFESIONAL,892,Arrendada,3894.13,62ba523c-4a80-4532-be68-eb35db1fab5f
Vonnie,JUBILADO,279,Arrendada,1004.3,9e62a1d0-33a7-450f-a1c2-d84bacc2af70
Salmon,INDEPENDIENTE,66,Propia,10309.75,9ff4e6e4-56fc-4180-b701-3b58b3685b79
Myrvyn,JUBILADO,814,Vive con Familiares,7055.74,9660470a-959c-4601-8967-ccd1c81c9143
Dolley,SECTOR PRIVADO,45,Vive con Familiares,3412.51,a7c3208f-c720-4517-bcb1-f528e63c886c
Antonella,SECTOR PUBLICO,384,Arrendada,8490.85,a16f5912-03d4-482d-b482-eb59346f1ccc
Reynolds,NINGUNO,468,Vive con Familiares,3014.9,84606c3b-5318-479d-89e8-610f13056530
Gard,SECTOR PRIVADO,361,Arrendada,7883.61,f9e92a5b-5ae1-4f26-b0a3-1b63f1fa6b12
Ashly,SECTOR PRIVADO,727,Arrendada,4463.53,abfd3d90-8f28-41dc-a52f-f764b359a000
Eddie,SECTOR PUBLICO,799,Arrendada,6982.73,f786da2e-e9a5-4908-961f-25daa0084a18
Kippy,JUBILADO,900,Arrendada,5464.68,92feabec-ec33-4f95-b25c-2e0a8ce6fef7
Randell,SECTOR PRIVADO,532,Propia,6310.78,582e8522-2b29-4a7d-8531-8ac0bfcb60cc
Christa,INDEPENDIENTE,35,Arrendada,9343.92,0114a6d0-57ea-4cec-a712-801b8ebc8639
Veda,NINGUNO,506,Vive con Familiares,10735.97,20f3e231-6dff-41b5-a991-c313ef0e44f7
Neils,SECTOR PRIVADO,752,Propia,2562.37,cc8bb5eb-3b75-4775-ac45-6d4ff9e5639a
Bryana,INDEPENDIENTE,520,Arrendada,7669.8,4957a3f1-5826-413c-a3d0-fc09c4556fbd
Isidor,NINGUNO,532,Propia,-2501.44,90e19c35-0c12-4908-9df1-edbbe82212ab
Roze,PROFESIONAL,486,Propia,8.66,7e98f46a-67ef-4253-bcc7-bb113c3c23af
Gladys,SECTOR PUBLICO,978,Vive con Familiares,2825.55,3ecbc6f8-e027-4ffb-9f6e-95f1ae2f3330
Darby,NINGUNO,964,Arrendada,7339.31,35449a04-fe94-427b-83eb-ff7799ec0257
Carmen,JUBILADO,236,Vive con Familiares,5344.42,23ad8065-651b-434a-bbab-054661c8529a
Witty,JUBILADO,605,Vive con Familiares,5115.41,cdac51e1-fca1-4fe1-bee3-0f3e60870e0c
Tamqrah,JUBILADO,878,Propia,3526.98,ea06884e-614e-4329-b490-cb7111afd786
Dotty,NINGUNO,239,Arrendada,6481.8,6890994d-956b-4cca-929c-bbc0c0eb073d
Conchita,JUBILADO,774,Arrendada,4011.45,8ec0e613-13d6-4641-886e-6537ce9f77ed
Anetta,INDEPENDIENTE,100,Vive con Familiares,11808.09,3c746ca0-eccd-4853-99af-568c8148cde1
Alberta,NINGUNO,774,Vive con Familiares,2058.99,4b369e6d-d9ca-4102-8a1e-896d47020db6
Kenyon,INDEPENDIENTE,592,Arrendada,5660.25,a8f971b3-023b-4e24-bdca-817de9e23c6d
Athene,SECTOR PRIVADO,784,Vive con Familiares,123.35,e0217bdd-cf1a-42b6-876d-ebcc3ad37493
Bernie,NINGUNO,559,Propia,13167.68,13e93ce3-edd5-4742-9873-9e0ade99dff3
Gennifer,SECTOR PRIVADO,351,Propia,6213.35,34f2837a-5b1a-4f4d-84f4-8d2ae3ebe541
Marlena,JUBILADO,173,Arrendada,4190.86,dc61b5bd-213c-4826-82e5-c8de9cfac25e
Iain,JUBILADO,564,Arrendada,3540.07,9df94168-4d5e-4962-81a4-b5579b8ad6bc
Haley,JUBILADO,734,Vive con Familiares,3346.92,15f21453-489e-4b48-bde1-24a7bc75a730
Arabelle,INDEPENDIENTE,432,Arrendada,5065.8,e07f5fd8-a527-4e31-952d-ab64bfa3024c
Moll,NINGUNO,382,Propia,8152.79,0bd63de6-f1f0-475f-8538-1ad4afefb912
Jeralee,JUBILADO,88,Arrendada,5385.63,800ebdf7-78d3-4358-b609-48c3329a1011
Taddeusz,NINGUNO,608,Arrendada,7285.51,c89b28d0-57a0-42b1-b17a-2b084f8829ae
Sutton,NINGUNO,711,Propia,5715.66,a6aa32cf-2095-473e-b019-554929f85c91
Salomone,PROFESIONAL,78,Propia,6301.91,facdb13a-918e-4eae-9c0c-741bc9dc8b04
Ruprecht,SECTOR PUBLICO,342,Propia,4450.24,d5841b7d-57cd-4c24-8218-be3a515a0432
Robin,PROFESIONAL,79,Propia,1956.56,3af517ae-45b5-43a1-8b58-e9beaef22002
Deidre,JUBILADO,791,Propia,6571.33,e79d4781-668e-4c4a-9ead-bf652b60cf84
Job,SECTOR PRIVADO,487,Arrendada,2051.24,f13a8453-c97a-4058-b423-cef1d15a8df9
Kai,JUBILADO,645,Arrendada,5518.21,7efba0eb-2d2f-448a-91f0-5b1ab6768a8d
Hansiain,INDEPENDIENTE,96,Propia,10446.26,36ddc456-13c7-4c8b-9e4d-f33959272a2a
Celisse,SECTOR PUBLICO,374,Propia,-3585.3,e5ddda17-5282-4e37-b44a-7b41b75e79cd
Torre,PROFESIONAL,10,Propia,4511.76,d3ed85c6-fb92-48be-815d-35a408219844
Ogden,SECTOR PUBLICO,610,Vive con Familiares,-510.0,d954d41e-7f95-48e9-986e-de6e580ee2ec
Jordan,NINGUNO,818,Propia,4263.65,341c183f-e38a-4d4c-84e1-b4d749910ff5
Jemima,INDEPENDIENTE,170,Arrendada,6583.07,2c4e699b-7a31-41f3-9d79-59e917182a06
Feliza,INDEPENDIENTE,738,Arrendada,148.07,b6019b6a-263b-4ab2-ab78-ddfe6fd91de8
Gavin,SECTOR PRIVADO,381,Arrendada,-701.43,e728816c-161b-4a2f-89af-9be2a1e5636e
Euell,NINGUNO,894,Propia,4238.27,61b022af-51d2-4022-b460-2d0330b6b34c
Caresse,SECTOR PUBLICO,182,Vive con Familiares,7161.92,dd72230a-80bb-4a03-8048-4b1126d5d963
Nadya,INDEPENDIENTE,565,Arrendada,9479.45,95a1a908-0d45-4b36-ba56-f102a6ddc2cf
Eve,JUBILADO,239,Arrendada,4206.82,8e42202c-b6ce-45a6-8dd1-620f80db7ab8
Robinett,PROFESIONAL,65,Vive con Familiares,3324.68,8c1703db-5c55-492f-80d3-a6006da7b335
Denys,INDEPENDIENTE,1,Propia,1573.36,6bd22c3d-ff13-4ced-8142-1f7ee51aeffe
Sutherland,SECTOR PUBLICO,121,Vive con Familiares,-460.72,abb9f28a-cf65-4ebf-9b77-7067996ae0ca
Stanford,JUBILADO,664,Propia,-928.13,163d4ab3-73b7-4647-a273-770b49d0327f
Clair,JUBILADO,493,Vive con Familiares,7426.71,ce5a21f1-ef49-4183-a31e-14aeef8ad7c5
Latrina,SECTOR PUBLICO,37,Propia,2608.18,ddb0a021-a176-4ff9-91c9-99153866f969
Kimble,JUBILADO,308,Arrendada,6505.24,e1824cea-7154-4c4f-948d-87e881a57cdd
Marysa,SECTOR PRIVADO,6,Vive con Familiares,40.45,7fec8aba-9b31-4539-9c3f-79f60311d6e7
