Name,Ocupacion__c,Score_Buro__c,Tipo_de_Vivienda__c,AnnualRevenue,Id_Externo__c
Lazar,SECTOR PRIVADO,165,Propia,8261.21,bd567005-2509-44b9-94d1-2641793b6c39
Paolo,SECTOR PUBLICO,354,Arrendada,7989.12,8977645d-aa25-44a7-8c07-2ec0ca111d3f
Maddie,NINGUNO,649,Vive con Familiares,4077.77,cf9c4701-0da0-4cd3-8d3f-2d73b28433eb
Madelina,PROFESIONAL,379,Propia,7477.92,c38d87bd-1d98-4681-b7d8-46f17ea52a42
Karita,INDEPENDIENTE,866,Vive con Familiares,8302.2,f88f6f14-b0fc-484a-b628-9a1cd6a27aff
Innis,NINGUNO,522,Vive con Familiares,7523.1,a1d5d9a2-d352-4355-889c-ce673b7cf623
Nicol,NINGUNO,871,Vive con Familiares,1815.83,95d4a27e-067b-4219-af0f-103644736da9
Randa,NINGUNO,882,Vive con Familiares,7709.97,6d36499e-c866-4dd6-a356-389d0f72263b
Kattie,NINGUNO,991,Propia,1794.49,bf269884-8254-43a3-8e68-c6aadfaea5d5
Viola,JUBILADO,436,Vive con Familiares,-254.64,84c3b369-47a7-45a3-b98a-5a82ca3a2bbe
Vikky,INDEPENDIENTE,59,Propia,9729.84,5ea573e4-d0f8-47ee-ba82-83da4dc14c92
Cariotta,SECTOR PRIVADO,706,Vive con Familiares,7849.71,f0b4f87e-e63d-42fd-8715-2aa19a9a2925
Milt,SECTOR PRIVADO,402,Propia,12164.3,4f967132-4ec6-48db-b014-364275967e0f
Bert,NINGUNO,164,Vive con Familiares,1627.66,3fa68b4a-613c-4eba-b332-0533f9e74760
Marice,SECTOR PRIVADO,729,Arrendada,5850.97,a216a53c-c6dd-4819-8fc0-7e4b0be2cdfa
Raymund,SECTOR PUBLICO,913,Propia,10769.15,db019aa2-bbea-420b-a820-f935a39ff158
Bronny,PROFESIONAL,620,Propia,6450.79,06ba7bfb-29ed-433a-b9bd-88d000e8fd6d
Doug,SECTOR PUBLICO,13,Propia,6167.05,61e95106-c6ba-4741-9681-6733d129eebd
Tracie,INDEPENDIENTE,846,Vive con Familiares,5391.19,666639d7-4f57-4f8f-bc3a-a0c2174ad6db
Estevan,JUBILADO,851,Vive con Familiares,5099.51,e7d9e870-4804-46ac-9d6d-62d538ddc720
Andras,JUBILADO,504,Propia,4027.05,199193a7-a366-4c99-a072-521efa779baf
Bordie,JUBILADO,963,Propia,7608.28,bc0c4a79-ce97-4bf7-9908-27a89258571f
Marj,JUBILADO,864,Propia,5134.13,1d2d546c-30ca-4c8e-b05d-fd6687b1dca6
Trefor,INDEPENDIENTE,29,Arrendada,10292.75,35863c12-711a-4b33-8d47-46c67775acaf
Danita,NINGUNO,251,Arrendada,4223.17,b34b9fa3-9faa-437a-840f-eebe44ccacd5
Savina,SECTOR PUBLICO,284,Arrendada,7562.96,37a9519c-4246-4552-ab51-c696e39b2b18
Addia,SECTOR PUBLICO,671,Vive con Familiares,5168.39,af88f686-8b4b-4f54-bc3d-c8376433c11e
Britney,NINGUNO,100,Propia,5501.13,730130d6-575c-48ca-bba0-7c07d41199fc
Maud,SECTOR PRIVADO,471,Arrendada,7803.34,200b5929-af31-40fe-815b-9593837a2f0d
Thurston,SECTOR PUBLICO,523,Propia,9499.49,769cbfec-9715-436d-8302-3eb988dd1938
Roz,NINGUNO,616,Propia,9230.21,83767095-6569-46e5-b529-7e3890f8580b
Corrie,SECTOR PUBLICO,50,Propia,941.86,240ea691-ed8b-486d-8384-1bf84a7fcfd8
Slade,JUBILADO,478,Propia,2513.63,596dfd94-1e8d-4bb7-83da-1c6394dbb4e2
Jonas,SECTOR PRIVADO,681,Vive con Familiares,4870.56,0dfcbc7c-8f9d-4ce7-bf07-d191f5c2ca44
Ted,JUBILADO,662,Vive con Familiares,3584.91,5369e381-386c-4964-aa40-75eebd0870bd
Felisha,SECTOR PUBLICO,616,Arrendada,1201.94,f768d50e-c57e-4e6f-b9cc-c03dddce11a6
Lennie,SECTOR PUBLICO,696,Propia,-713.02,0dbb00a5-cfa3-4535-bd00-afa3abfcb7a4
Burton,PROFESIONAL,910,Arrendada,8870.32,b7e97bcb-4d19-4a6a-b9cd-cb7fc18c83fa
Suzette,PROFESIONAL,143,Vive con Familiares,2208.96,48d52f0e-240f-477d-b3d4-8fe92a66690e
L;urette,SECTOR PRIVADO,199,Vive con Familiares,6207.38,95b2776f-714c-405d-8ea9-7c7bc00b0116
Maryjane,NINGUNO,300,Propia,-423.55,c1f46de2-8dd9-46f0-bcd8-141c20e71a7c
Marco,SECTOR PUBLICO,315,Arrendada,3881.85,7d139b84-62c1-4293-b5ed-4cd1c61e34b6
Marion,JUBILADO,544,Propia,7225.12,28098553-e65c-4787-bc72-3fdf7c2a7234
Vin,PROFESIONAL,910,Arrendada,2220.04,c461f972-badd-4013-ab19-09df3fd65175
Zorina,JUBILADO,415,Propia,287.97,42398dbd-7662-4b66-88f6-45115b2bfc1e
Cathee,SECTOR PRIVADO,853,Vive con Familiares,8836.9,36569e82-5dbe-4baa-a8fa-651061a97d78
Obie,PROFESIONAL,350,Vive con Familiares,5493.74,2d7161a7-a104-42bf-b604-1f7e07733de4
Roberta,SECTOR PUBLICO,69,Vive con Familiares,2671.23,fab3b75f-5264-44c7-bbea-8e86f4f8be66
Nonnah,PROFESIONAL,45,Propia,4233.65,0a59cace-987c-4640-9d6b-58970b030f94
Melitta,PROFESIONAL,526,Arrendada,8881.58,61ba1f39-16e3-486d-8cbe-e51b6e9d6e79
Adams,SECTOR PRIVADO,524,Vive con Familiares,2045.58,5de88503-b2fb-43c9-8b4d-b606681833ae
Wally,SECTOR PUBLICO,880,Arrendada,5533.1,12b2e746-a507-4cf2-8d09-e5278cc47af5
Kristopher,PROFESIONAL,150,Propia,856.44,6134d6bc-11db-4f90-9715-cf813627e6e0
Theressa,SECTOR PRIVADO,628,Vive con Familiares,-1644.69,890d09a5-fa64-4f48-a320-38ffc4ed3b75
Lucky,INDEPENDIENTE,264,Vive con Familiares,6310.36,6f0ce776-ba11-45a4-a620-7d5b2d4501e8
Vonnie,PROFESIONAL,902,Vive con Familiares,7129.14,fbe117aa-bdfb-45b5-8e11-36d06e5a535a
Maximilian,INDEPENDIENTE,421,Vive con Familiares,5414.6,e289020b-af01-41eb-98a0-33974221f178
Neille,JUBILADO,527,Arrendada,4627.44,a950d2f6-8e58-48cf-b6cb-7558fe7c5ad8
Meredith,PROFESIONAL,807,Vive con Familiares,7217.98,f7f08643-400a-4831-b5f2-d5d272a39883
Durant,NINGUNO,505,Propia,3843.5,c9328c6f-058e-4147-8109-f8367a7dacd4
Cilka,NINGUNO,40,Vive con Familiares,10809.98,1c947803-e16e-42b4-a34a-e8c6f22cc0dc
Damiano,JUBILADO,156,Arrendada,3207.02,5d148214-74bc-4589-83c4-71e06f2ec958
Jordan,PROFESIONAL,919,Vive con Familiares,6936.05,1b6e2685-28eb-4524-a848-482fb7ec3c71
Anastassia,JUBILADO,912,Arrendada,5700.26,f9c6f152-3dba-47ba-943a-4756b6e7c09a
Rasla,SECTOR PUBLICO,97,Propia,2158.7,2a2ddfaf-5b9e-4c99-a8cc-b558c45adb4a
Della,SECTOR PRIVADO,88,Arrendada,4580.14,a157da77-ac00-4265-83f1-d91a20f1f7b4
Denis,PROFESIONAL,408,Propia,3508.67,59484745-1e8d-4e62-bf54-31ef3035e0de
Reyna,NINGUNO,771,Vive con Familiares,5664.74,7a3e018a-a1a4-458c-9510-c2a37a9e5c46
Noll,SECTOR PUBLICO,672,Arrendada,2638.11,988783c1-4849-46d0-b674-fb8d2afbb49e
Clay,PROFESIONAL,733,Vive con Familiares,5028.1,783428db-347f-459e-9e41-2c2c91cc377b
Nalani,INDEPENDIENTE,20,Arrendada,3783.49,67540b1b-7bf2-41d6-af88-dee7858b66ce
Farley,JUBILADO,651,Arrendada,4795.51,692ad845-b776-4d4a-8fda-eaf9a6b6f6d0
Ivor,INDEPENDIENTE,379,Propia,3040.62,04845747-1fde-4eb9-885b-9ef70fca201f
Teodorico,NINGUNO,189,Vive con Familiares,3574.13,386b7c15-0b04-4e01-8566-9e7caf6fc1d6
Danika,PROFESIONAL,252,Propia,6517.29,dea60806-58f8-4f13-a67f-365700baa60f
Jessika,INDEPENDIENTE,41,Propia,11162.46,4cecae3c-03fd-44db-a803-02da8df60acc
Lyle,JUBILADO,73,Arrendada,-231.69,49001257-306f-4379-9e94-78c6e297bdbe
Alexina,JUBILADO,664,Vive con Familiares,2614.13,70884d88-d311-4e34-923d-f14a408b9988
Lise,PROFESIONAL,963,Propia,8178.62,093af4b8-1828-48e5-8479-e1a4b576d36e
Urbanus,PROFESIONAL,302,Arrendada,6117.91,5f5d5b9b-c62b-44dc-881b-4e3f82e24de2
Ingemar,SECTOR PRIVADO,135,Propia,8508.54,ff42967c-9080-402c-8467-e124cbc826a0
Kata,NINGUNO,945,Arrendada,3756.54,6fc0aecb-eaf5-42d3-a93f-be98775135a3
Les,SECTOR PUBLICO,609,Propia,4802.63,26e879de-b19e-494c-bc99-c6c6f5f859be
Robb,INDEPENDIENTE,667,Vive con Familiares,-422.43,9323f3c5-85c0-45bd-9571-6e694132ac83
Vito,PROFESIONAL,256,Propia,9245.06,ab97cd81-7038-40b7-a283-8ee1c25b75fc
Carmina,PROFESIONAL,726,Propia,9600.3,72419673-cdd4-4b13-8003-b1a4c863a4be
Brit,NINGUNO,466,Propia,7101.58,bbfb840e-361a-471b-a75a-fe47c727c15f
Waiter,JUBILADO,33,Propia,7918.03,42f1c8d7-6f54-4a96-9f07-4bb0fdb88bac
Elliot,INDEPENDIENTE,907,Propia,2159.51,910d50ef-143c-4f9a-b539-b1944f29c270
Janine,INDEPENDIENTE,411,Arrendada,3324.08,6fe40250-e5bf-41e7-8202-284c91640d35
Ginni,NINGUNO,72,Propia,4476.8,44d093d6-a39b-4789-a7b8-b5c0cf644213
Gabie,INDEPENDIENTE,436,Vive con Familiares,2107.21,c1868037-8528-46b8-a3bb-ed10ebb2350d
Alexei,NINGUNO,399,Arrendada,425.96,0a8d62f8-dca2-476d-97d4-e6c607311ee0
Michaeline,PROFESIONAL,870,Arrendada,4184.62,f120928a-7cc8-4630-87c7-012a6fc5c072
Hobie,INDEPENDIENTE,645,Arrendada,4558.17,780e5312-6e97-474a-a283-f3b24086c383
Liesa,JUBILADO,910,Propia,2908.27,733a503e-8973-49c8-8785-ee264d1c8878
Shirl,SECTOR PUBLICO,591,Vive con Familiares,7714.28,d486225a-3970-4a30-9d46-92261996192c
Filberto,PROFESIONAL,684,Propia,3551.57,41d9ddd3-91ae-4856-9ef4-8fc1b6c847e7
Kate,INDEPENDIENTE,434,Vive con Familiares,406.2,013a5188-ce8a-4eb7-b28f-7b677bb8cd54
Filberto,PROFESIONAL,46,Propia,5006.81,d8f5ba2e-e1ce-4a10-8e98-797220ec4270
Kristoffer,INDEPENDIENTE,404,Vive con Familiares,9094.54,60e80719-bc90-4aaf-93c3-d009363acacb
Virgil,NINGUNO,792,Propia,2269.64,295b40a1-71a6-4b12-8334-ef599481e9e8
Jean,NINGUNO,928,Propia,3476.59,2e86b737-bd7a-4cd9-9c47-6ddf7d2109b3
Neda,NINGUNO,153,Arrendada,6066.52,d313d3f3-5bb8-4be1-b812-36cc318051ca
Leonelle,SECTOR PUBLICO,245,Arrendada,6418.89,abcecce0-f028-4a53-a237-1298f6526262
Lynette,NINGUNO,405,Propia,1170.93,0967be23-5b13-4da7-b842-ee4f1a15acea
Jacquenetta,SECTOR PRIVADO,101,Vive con Familiares,5265.54,9b8329b4-4f47-4cf8-8c32-975b6b6834fc
Kim,SECTOR PRIVADO,499,Propia,1173.72,5dee094a-d7f5-43ad-a71f-d62d9e54ebe4
Lucy,SECTOR PRIVADO,522,Propia,5716.0,15e474bf-0a60-469a-866c-0f967977fa6a
Daria,INDEPENDIENTE,838,Vive con Familiares,-1822.55,9f008e06-0a18-4525-866c-65d59f8bd871
Odell,NINGUNO,412,Vive con Familiares,11270.78,d9223d76-4e32-4411-98ac-d3fda34742f8
Oby,INDEPENDIENTE,939,Vive con Familiares,-742.52,3db37e71-5da2-4e0f-8da2-fc6f28ffa2a6
Willi,PROFESIONAL,254,Arrendada,6088.37,de27cf08-997a-401d-ad43-555369da278a
Harriet,SECTOR PRIVADO,513,Propia,-2001.65,0c5e577d-0eb5-4dc3-9bcb-4f8ec6dd67a8
Salomi,SECTOR PUBLICO,665,Propia,5295.8,4489ee62-a848-4677-8ec3-b25c87d117d9
Davon,NINGUNO,246,Vive con Familiares,7860.11,fb9cc587-be7b-4455-a5b6-1601f17e4f12
Ced,JUBILADO,392,Propia,6024.81,2b491e5d-faed-4879-a3ac-b7142483b1b2
Stillmann,SECTOR PRIVADO,406,Propia,5608.96,24c8cfcb-245c-45ff-88dd-ef5a69bbdfdb
Elinor,PROFESIONAL,508,Vive con Familiares,4811.54,e1615e0e-2268-4147-8e74-ce40caade185
Wade,INDEPENDIENTE,255,Arrendada,3281.82,c8a6ec49-3868-41d5-8caa-e70d5fc7a2ab
Hilton,INDEPENDIENTE,969,Arrendada,5798.53,c44458f0-8372-41ea-bbd9-c86bc80709d5
Neale,JUBILADO,822,Propia,3090.61,79ba4229-cdd8-4a24-a525-511bcc3725ad
Selinda,PROFESIONAL,638,Propia,4116.93,d734560c-4d98-4812-aaab-736a7bd9c655
Nefen,JUBILADO,200,Propia,3878.76,1773d32a-1770-494b-8f13-488c943a04ec
Shaughn,SECTOR PUBLICO,496,Vive con Familiares,6897.9,c67bfb97-befd-474d-9f1c-bbb7f889b1f2
Raphael,PROFESIONAL,358,Arrendada,8416.31,1542818f-4160-4066-b6f1-5955837ee644
Heather,INDEPENDIENTE,260,Arrendada,4149.03,96642c78-e318-4f27-825c-b98674a70367
Gonzales,NINGUNO,258,Vive con Familiares,6705.36,797dda75-cd4e-4296-8343-d3eac6656f04
Nicoline,SECTOR PUBLICO,149,Vive con Familiares,6160.37,0faeb8be-842a-4d28-a1ea-49f533ee9853
Vanessa,SECTOR PRIVADO,923,Arrendada,5069.49,ab6df018-3c9d-4367-86ca-bf58de028713
Ardisj,SECTOR PRIVADO,785,Propia,3352.67,6411d77a-9658-4e8b-98e1-179fdc22b0e4
Laurent,PROFESIONAL,978,Vive con Familiares,7761.71,9d518256-98c2-4ab9-80d9-61fc6d32d96f
Dukie,JUBILADO,774,Propia,7797.35,64e2c0ed-aceb-458f-8e83-aaa0b0f7eb6c
Dalenna,SECTOR PUBLICO,40,Propia,1701.14,ca8c899a-c619-43bb-ad6b-705e70974e3b
Milton,INDEPENDIENTE,106,Vive con Familiares,5580.72,7bde4c9d-38f7-4005-a38b-57113ea85b05
Caitlin,PROFESIONAL,430,Vive con Familiares,1143.52,fb83cab5-48ff-40fe-a01b-a46c0944aade
Olenka,NINGUNO,536,Vive con Familiares,7768.7,5f1bfa27-80bc-457e-9bd6-51389f7a2895
Ermentrude,SECTOR PUBLICO,439,Arrendada,-454.71,c6fb3009-c00a-405f-8375-a2cfcdca5d1d
Arlie,JUBILADO,599,Arrendada,7127.89,04e7d25a-8a34-494f-b189-60dd2c928156
Amalea,INDEPENDIENTE,293,Arrendada,4681.19,78ea39ed-47d4-4b9a-b05b-7cca8a7a1a20
Renault,NINGUNO,739,Vive con Familiares,2801.52,cb8790bf-baa2-4b9b-ab58-744f835ebe6d
Margarete,PROFESIONAL,273,Propia,3629.09,4034827f-1ef2-4cff-9318-0c2a23bdcdab
Reta,NINGUNO,369,Vive con Familiares,3177.96,1206a8b1-5e1a-4991-aec6-871949e22bfa
Zola,SECTOR PRIVADO,119,Propia,6735.66,0f449aa0-ee3b-42ad-a4a9-c11fac7007f9
Margit,SECTOR PUBLICO,384,Propia,2472.34,f3501393-d665-4b03-9ab4-68f26f1bf9ea
Effie,NINGUNO,642,Vive con Familiares,10756.25,ebdeb8d4-4c3e-477f-8f08-5eca0da4a819
Wendall,INDEPENDIENTE,524,Propia,7546.53,e16a20f7-1b66-4e37-8daf-600834942fe6
Joleen,INDEPENDIENTE,706,Propia,8831.66,0c50bfc5-e679-4201-aabb-b107771e03fa
Robers,PROFESIONAL,81,Vive con Familiares,4963.94,b7fe5666-38ad-4a89-9959-794f6d9dd722
Gonzales,NINGUNO,185,Propia,7242.2,974abdc1-5c40-407d-96cf-2c20fc72a545
Aland,INDEPENDIENTE,625,Vive con Familiares,6360.97,6ec8b86c-56f7-4a73-a912-8dd6acfc5c2d
Newton,JUBILADO,605,Arrendada,790.71,63c4cb67-3b1c-47ee-b560-aeb699795998
Bridie,NINGUNO,561,Propia,539.45,34218d57-0c4c-4548-99d8-259f96c7c1c3
Dill,SECTOR PRIVADO,668,Vive con Familiares,11453.27,2d1c749b-bed9-4746-8395-1bc9a6ed4794
Jessalin,JUBILADO,624,Propia,1607.65,fd66e67f-7914-47ef-ad91-7ba8618d7713
Hymie,SECTOR PRIVADO,395,Arrendada,1576.45,73f711c9-a366-4116-9830-e6c2e56721cd
Wallie,PROFESIONAL,393,Arrendada,587.35,1c5545eb-60c1-480b-8a36-734b26fde7c6
Brinna,SECTOR PUBLICO,776,Vive con Familiares,5331.08,c5d76f00-0150-44a0-bf04-21c5304b298c
Clo,NINGUNO,588,Propia,3902.97,d1a52617-b90a-462b-b4ff-bad1a932f103
Joanna,INDEPENDIENTE,951,Propia,398.17,9fcc3788-fd4d-41c4-bde7-303d4ab5f6f7
Alicia,INDEPENDIENTE,836,Arrendada,5966.56,623a4c1f-e37b-4ea3-856c-2a26c9df8fcf
Raf,INDEPENDIENTE,334,Vive con Familiares,2908.34,8cc6660f-f1b4-4d89-b8ef-3b5eaa56f197
Ralph,INDEPENDIENTE,197,Propia,4404.51,bc199bf9-7156-4d48-a906-f308eed10539
Steven,INDEPENDIENTE,607,Arrendada,131.13,84f066fb-7f46-48e5-ae26-6a6d24b4dbb7
Lisabeth,NINGUNO,575,Propia,7824.96,e74d1dca-0ce1-45dc-833d-257e0d9800c2
Karry,PROFESIONAL,115,Arrendada,2977.69,b25740e5-0381-45c6-bdd1-66a2eb74bf2a
Vina,PROFESIONAL,102,Propia,2796.31,b9804770-045e-4cb2-b96e-ff060a105a34
Walt,INDEPENDIENTE,177,Vive con Familiares,4088.78,0137ee67-5a7e-4dcd-865a-7927a96508f1
Barb,SECTOR PUBLICO,683,Vive con Familiares,9732.07,b772c49d-806c-4b28-8173-77d548553cbe
Frasier,SECTOR PRIVADO,42,Arrendada,9786.18,fc686224-6e12-4663-b417-61568700185b
Sidnee,INDEPENDIENTE,779,Arrendada,11087.68,c4dc29f6-eaa1-4559-bcdd-64272c63c685
Brenn,PROFESIONAL,683,Arrendada,5891.32,f88759e0-e987-484a-8687-54e969a9e92e
Celinda,SECTOR PRIVADO,497,Vive con Familiares,5974.17,b77498d8-64e7-4db9-8132-394f6118aaf5
Johannah,SECTOR PUBLICO,405,Propia,4295.15,9aeee546-ba11-459e-abfe-39638b584aca
Salim,INDEPENDIENTE,430,Vive con Familiares,3570.52,42542b7d-173a-4cd1-95f7-2b824f26d830
Garnet,JUBILADO,816,Vive con Familiares,4088.96,b975f948-28e5-4ba4-9e82-304a24cb1c18
Lucine,JUBILADO,319,Arrendada,7376.49,31d920d7-f219-48e6-8c0c-be2885972c3a
Inigo,SECTOR PUBLICO,506,Vive con Familiares,5251.86,1610929f-4ec8-467e-ba68-3008c5bc3248
Lorry,SECTOR PRIVADO,390,Vive con Familiares,261.4,b5cbbc68-ee78-47f3-8da5-921dc3b5e298
Gerrard,SECTOR PUBLICO,791,Arrendada,6008.73,280ba4b3-7075-4ba8-bf90-5e5d67c0149d
Aguistin,SECTOR PUBLICO,374,Arrendada,9123.94,ac64aca6-2b08-404c-9f6e-d8558b6b2dca
Berke,JUBILADO,694,Arrendada,6985.82,21e45d4a-4a2e-4a08-aba0-df9cfd03b36e
Darrin,SECTOR PRIVADO,11,Vive con Familiares,4676.02,15ab8d82-8947-4580-ba92-39d0f8ba3120
Emmalee,JUBILADO,774,Vive con Familiares,5290.08,af72df3d-ac01-41ac-90ea-b8539d2604db
Analiese,PROFESIONAL,577,Arrendada,7938.75,7db3f818-7f18-4210-9105-a5827f5dccf2
Cathy,NINGUNO,448,Vive con Familiares,4208.19,68cfc7b8-cb13-490b-a856-780503c3fc88
Eldon,SECTOR PUBLICO,225,Vive con Familiares,6780.13,33d1cadb-dc8e-4d14-8c20-ecddc5aa98fc
Legra,NINGUNO,20,Vive con Familiares,4306.03,d5034238-8a78-46f8-abc2-04dbc51577dc
Oby,PROFESIONAL,416,Arrendada,1766.86,94889a90-f102-4070-951a-36fb3f685179
Johnathon,SECTOR PUBLICO,893,Propia,5312.29,8f9a55dc-8e6e-4efa-8dfe-45bb95ce8de1
Marcelo,INDEPENDIENTE,545,Vive con Familiares,8571.88,b12cc34c-8b01-4d37-94b4-4247588718d3
Beaufort,NINGUNO,731,Vive con Familiares,6810.56,18b712f2-ecfa-40d0-b537-ef3e7ff7f4e8
Humfrid,PROFESIONAL,926,Propia,3284.71,5b56ec07-d050-489b-964a-a6aaf382fcfd
Orella,JUBILADO,43,Arrendada,3269.41,8b3826e7-cb9e-4276-b676-6562ccde21c9
Kessiah,SECTOR PUBLICO,297,Propia,8230.43,d9de258a-9d7d-45fd-b93a-1827e3f73910
Herrick,PROFESIONAL,897,Arrendada,2372.67,b5a17392-a484-45a4-86c0-1ea5f2861ffd
Rakel,SECTOR PUBLICO,364,Vive con Familiares,9101.91,abba3a80-09b8-4410-8110-5a97017bf387
Idalina,SECTOR PUBLICO,617,Propia,402.82,d533218e-d0e2-4cf7-b14b-c91805d55b7f
Mavra,INDEPENDIENTE,343,Arrendada,7183.35,f802f8af-6f3b-4abe-9ff4-1961bfb4af2d
Christian,JUBILADO,821,Vive con Familiares,2913.53,0a21f306-fe8f-4547-86af-d8574f8671b5
Abbey,SECTOR PRIVADO,492,Arrendada,3141.77,ee709e70-63e5-456c-9a2c-308fc84b281b
Kimberli,SECTOR PUBLICO,294,Arrendada,908.76,da99b09e-2d39-44c6-9d71-a80d4fdb51b9
Alick,JUBILADO,905,Vive con Familiares,3751.02,5dbb2028-44cb-4db9-8f65-cfffe36f1839
Abramo,PROFESIONAL,693,Propia,6642.44,2f508c41-6dda-4d41-bb5d-1b0f5f23661f
Gavrielle,JUBILADO,50,Arrendada,6268.65,f566a095-92ec-4ee9-a703-2355942e8595
Ruthie,SECTOR PRIVADO,811,Propia,6005.04,f502ae74-6591-43be-a6fc-e58cbf7a041f
Hagan,SECTOR PUBLICO,648,Propia,-1143.64,9cc7c48c-e2ed-43e7-8de8-fe5c1dae03b6
Alayne,INDEPENDIENTE,940,Vive con Familiares,4557.82,0d29dcc5-f1f0-46cd-9358-03d8067064e9
Florry,NINGUNO,885,Propia,3797.11,047f9d5e-0507-4cec-ac15-dd65e726cc65
Alix,SECTOR PUBLICO,164,Arrendada,9319.92,c6f44fa4-a6fd-4032-8fb8-6acc5cb10f57
Dell,PROFESIONAL,414,Vive con Familiares,2252.64,103e7943-4cd3-4122-957f-c4b9d9324643
Ryon,SECTOR PUBLICO,862,Propia,4934.01,d23ae5b6-63a6-49ff-b726-67ef93d4e39e
Isobel,NINGUNO,232,Vive con Familiares,5370.63,f527f1a3-9ace-44d8-9b13-abc3a5f35cd3
Olenolin,JUBILADO,408,Arrendada,6097.5,e958c541-8e2d-455d-86b8-c2561d2db842
Maxwell,JUBILADO,528,Propia,1455.16,c042ee20-6e6b-4ce3-aeb0-46a8e60283fc
Shela,PROFESIONAL,432,Vive con Familiares,5590.33,4c1969f7-2e53-4bc9-9d06-a75d6c789dc5
Benedetto,JUBILADO,330,Propia,3891.09,f9571100-29b3-4e6b-ad1d-bf75d65d2a39
Collete,SECTOR PRIVADO,308,Vive con Familiares,6201.04,9829099c-e666-4c76-b10b-30174de5ae13
Ginevra,JUBILADO,997,Vive con Familiares,489.98,b91819f0-4d8f-4517-b43f-cea5f45e1b7c
Lorilee,PROFESIONAL,62,Propia,1686.19,813dd7ca-f75c-41b0-bba6-73d38f37c055
Isa,JUBILADO,942,Propia,3537.03,8eedccbc-cbc6-486a-93db-4fefa89dedcf
Zarla,JUBILADO,951,Vive con Familiares,6749.48,37d68945-175d-43a7-ab62-5cba5e4382d1
Ian,PROFESIONAL,576,Propia,1649.45,d1cc8a3b-51b7-44e5-b57d-1f0f79996694
Eba,INDEPENDIENTE,124,Arrendada,5558.88,9066f303-68cd-4029-88c2-f4a70aba605b
Trixie,PROFESIONAL,388,Vive con Familiares,5785.86,ef03aaa6-6493-4b1a-adc5-7fdf62728eb4
Riccardo,JUBILADO,927,Vive con Familiares,6705.45,fa48ac25-3458-4961-ab51-10d20ded1c69
Ronica,NINGUNO,148,Vive con Familiares,4402.11,6b99ffec-eae6-4e2e-a03d-49b0acdfda0d
Therese,SECTOR PRIVADO,555,Arrendada,8072.86,3d4a5c1e-a227-4c0d-9312-bcd51d56f69d
Chane,SECTOR PRIVADO,818,Arrendada,9644.27,8c221d76-391f-4113-b522-86572ff59b15
Allyce,INDEPENDIENTE,808,Arrendada,8481.15,7a9586f6-0704-41a9-bc0d-6a254f56637f
Carlen,NINGUNO,1,Propia,7558.96,fb051d01-f7a8-4f8c-b57b-9a3143170492
Pepi,JUBILADO,961,Vive con Familiares,6328.88,0641b461-fb8f-4c3a-9e12-85a4a78c014b
Jamie,INDEPENDIENTE,748,Vive con Familiares,-944.12,50daad75-276a-4b4d-8ed1-110e856a0384
Libbi,NINGUNO,156,Arrendada,7330.41,fcd7922b-5e4f-446d-8414-fa1e214b71a2
Charlotta,PROFESIONAL,847,Propia,5611.75,3898d15e-78cc-4333-9029-4dd7147fa4ed
Illa,SECTOR PUBLICO,615,Propia,7435.26,b3059a1d-2c6b-4267-b066-cb1070cb6f88
Leonelle,JUBILADO,632,Vive con Familiares,2629.31,c2ab6100-0ee3-46d9-a0a0-24ee11d95bd8
Johny,PROFESIONAL,281,Vive con Familiares,8019.54,8793124d-c2b5-44c2-a0e3-62e134d0cb48
Elise,SECTOR PRIVADO,848,Arrendada,4865.74,73df4c9d-3d2c-4d10-a682-86122b78120b
Had,SECTOR PUBLICO,413,Arrendada,9271.38,cb5dd5af-36ea-4471-a74c-fe0ff0757ae3
Guillemette,SECTOR PUBLICO,46,Propia,2394.57,c379d3b3-6e87-45af-8881-a3070466e19f
Lyon,NINGUNO,862,Vive con Familiares,-1748.83,acacb2d9-c0a9-4a08-8e03-8b7cdbc85be5
Ulrich,INDEPENDIENTE,698,Vive con Familiares,5415.75,cefa2b39-2273-4edd-8826-f82bbe27b0c1
Fergus,SECTOR PUBLICO,583,Propia,5888.03,2543f8c5-e6fb-4b75-87d0-836b7c2847c4
Gerta,INDEPENDIENTE,787,Propia,3724.72,bec7df47-ff4c-4ee1-beb9-54e2ec5a21ba
Conni,NINGUNO,182,Vive con Familiares,-887.29,c069944a-987e-43ba-86ec-4bda8776c56d
Lily,SECTOR PUBLICO,329,Arrendada,2088.14,5d171ed1-3175-4b8c-ad88-1e9ab3cb49e4
Rosemaria,SECTOR PUBLICO,610,Vive con Familiares,4239.82,7fed741c-73eb-4fa6-bf92-c14b7f615660
Domingo,INDEPENDIENTE,199,Propia,4193.53,31d76c44-7958-49dd-aa10-bb235c61a717
Briny,NINGUNO,62,Propia,378.0,d4b640e8-ce14-46ec-a95d-875b05905c0a
Roderic,JUBILADO,828,Arrendada,10295.98,d3dbf01f-9eca-44d3-9afb-f6774946d0a3
Con,SECTOR PUBLICO,45,Vive con Familiares,5570.59,1b44cff3-4aec-4d6f-8b1b-ff35de6ec03f
Reinold,SECTOR PRIVADO,515,Vive con Familiares,4459.76,0490649a-6f53-4f44-9ec9-963863c1bbee
